tipo_vivienda,precio,habitaciones,banios,parqueos,direccion,metraje,detalles
apartamento,"RD$ 6,395,000",3 habitaciones,2.5 baños,2 parqueos,"La Castellana, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Family Room, Lobby, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 275,000",3 habitaciones,3.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",180 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 129,500",2 habitaciones,3.0 baños,1 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",112 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Estar Familiar, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores"
apartamento,"US$ 113,000",1 habitaciones,1.5 baños,1 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",97 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Estar Familiar, Estudio, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 435,000",3 habitaciones,3.5 baños,3 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",249 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Cuarto de Servicio, Estudio, Family Room, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Shutters, Terraza, Vestidores"
casa,"RD$ 10,500,000",3 habitaciones,3.5 baños,4 parqueos,"Arroyo Hondo III, Santo Domingo Centro (D.N.), Santo Domingo",260 Mt2,"1/2 Baño, Estudio, Jacuzzi, Patio, Terraza"
casa,"RD$ 16,000,000",3 habitaciones,3.5 baños,4 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",750 Mt2,"1/2 Baño, Balcón, Cuarto de Servicio, Estar Familiar, Patio, Planta Eléctrica, Terraza"
apartamento,"US$ 401,376",3 habitaciones,2 parqueos,NA,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",219 Mt2,"1/2 Baño, Ascensor, Balcón, Estudio, Gimnasio, Jacuzzi, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 105,000",1 habitaciones,1.5 baños,1 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",77 Mt2,"1/2 Baño, Ascensor, Balcón, Gimnasio, Jacuzzi, Piscina, Seguridad 24 Horas"
apartamento,"US$ 136,700",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",66 Mt2,"1/2 Baño, Ascensor, Balcón, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,"US$ 175,443",2 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",122 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"RD$ 192,000",3 habitaciones,3.0 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",188 Mt2,"Aire Acondicionado, Ascensor, Balcón, Estudio, Walk In Closet"
apartamento,"US$ 187,488",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",76 Mt2,"1/2 Baño, Ascensor, Balcón, Gimnasio, Jacuzzi, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,"US$ 124,500",1 habitaciones,1.5 baños,1 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",80 Mt2,"1/2 Baño, Ascensor, Balcón, Piscina, Seguridad 24 Horas"
apartamento,"US$ 125,000",1 habitaciones,2.0 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",92 Mt2,"1/2 Baño, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,"US$ 125,000",2 habitaciones,1.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",94 Mt2,"1/2 Baño, Ascensor, Balcón, Gimnasio, Jacuzzi, Piscina, Seguridad 24 Horas"
apartamento,"US$ 280,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",230 Mt2,"1/2 Baño, Ascensor, Balcón, Estudio, Gimnasio, Jacuzzi, Lobby, Sauna, Seguridad 24 Horas"
apartamento,"US$ 187,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",157 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Cuarto de Servicio, Gimnasio, Lobby"
apartamento,"US$ 100,535",1 habitaciones,1.5 baños,1 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",74 Mt2,"1/2 Baño, Ascensor, Balcón, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 194,000",3 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",160 Mt2,"1/2 Baño, Ascensor, Balcón, Estudio, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 170,265",2 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",140 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Gimnasio, Lobby, Piscina, Terraza, Walk In Closet"
apartamento,"RD$ 7,900,000",3 habitaciones,1 parqueos,NA,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",182 Mt2,"Patio, Seguridad 24 Horas, Terraza"
apartamento,"US$ 120,000",2 habitaciones,2.5 baños,1 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",123 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 249,000",3 habitaciones,3.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",160 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 192,500",3 habitaciones,3.5 baños,2 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",150 Mt2,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Planta Eléctrica, Seguridad 24 Horas"
casa,"US$ 800,000",5 habitaciones,4.0 baños,4 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",757 Mt2,"Balcón, Estar Familiar, Gimnasio, Terraza"
apartamento,"US$ 208,896",2 habitaciones,2.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",114 Mt2,"1/2 Baño, Ascensor, Balcón, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 115,000",1 habitaciones,1.5 baños,1 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",62 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Cisterna, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores"
apartamento,"RD$ 4,600,000",3 habitaciones,2.0 baños,2 parqueos,"Gala, Santo Domingo Centro (D.N.), Santo Domingo",120 Mt2,"1/2 Baño, Agua Potable, Balcón, Cisterna, Pozo, Seguridad 24 Horas, Vestidores"
apartamento,"US$ 199,000",3 habitaciones,3.5 baños,2 parqueos,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",220 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
casa,"US$ 1,850,000",6 habitaciones,6 parqueos,NA,"Los Pinos de Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,"Agua Potable, Aire Acondicionado, Area Servicio Independiente, Cisterna, Cuarto de Servicio, Estar Familiar, Estudio, Patio, Piscina, Planta Eléctrica, Shutters, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 160,000",3 habitaciones,2.0 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Inversor, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 92,568",3 habitaciones,3.5 baños,2 parqueos,"Colinas del Seminario, Santo Domingo Centro (D.N.), Santo Domingo",116 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Jacuzzi, Planta Eléctrica, Walk In Closet"
apartamento,"US$ 82,144",2 habitaciones,2.0 baños,1 parqueos,"Colinas del Seminario, Santo Domingo Centro (D.N.), Santo Domingo",97 Mt2,"Agua Potable, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Jacuzzi, Planta Eléctrica, Walk In Closet"
apartamento,"US$ 830,000",3 habitaciones,3.5 baños,4 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",485 Mt2,
apartamento,"RD$ 24,750,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",263 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Piscina"
apartamento,"RD$ 6,000,000",3 habitaciones,2.0 baños,2 parqueos,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",116 Mt2,
apartamento,"RD$ 6,900,000",3 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",223 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 145,000",2 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",204 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 170,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",171 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"RD$ 3,950,000",2 habitaciones,1.0 baños,1 parqueos,"Los Prados, Santo Domingo Centro (D.N.), Santo Domingo",64 Mt2,
casa,"RD$ 11,500,000",3 habitaciones,3.5 baños,2 parqueos,"Altos de Las Praderas, Santo Domingo Centro (D.N.), Santo Domingo",289 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cisterna, Cuarto de Servicio, Family Room, Patio, Pozo, Terraza, Walk In Closet"
apartamento,"RD$ 6,900,000",3 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",253 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Inversor, Seguridad 24 Horas, Walk In Closet"
apartamento,"RD$ 5,650,000",2 habitaciones,2.5 baños,2 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",119 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 254,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",228 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 83,000",2 habitaciones,2.5 baños,2 parqueos,"Colina de los Rios, Santo Domingo Centro (D.N.), Santo Domingo",91 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
casa,"RD$ 16,000,000",3 habitaciones,3.5 baños,4 parqueos,"Las Praderas, Santo Domingo Centro (D.N.), Santo Domingo",250 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gazzebo, Patio, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 176,000",3 habitaciones,2.5 baños,2 parqueos,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",176 Mt2,"1/2 Baño, Agua Potable, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 90,750",2 habitaciones,2.0 baños,1 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",82 Mt2,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Lobby, Planta Eléctrica, Vestidores, Walk In Closet"
apartamento,"US$ 175,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",146 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores"
apartamento,"RD$ 5,450,000",3 habitaciones,2.5 baños,2 parqueos,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",135 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Inversor, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 160,000",2 habitaciones,2.0 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",100 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 210,000",3 habitaciones,3.5 baños,2 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",218 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Lobby, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 217,000",3 habitaciones,3.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",173 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"RD$ 2,750,000",1 habitaciones,1.5 baños,1 parqueos,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",55 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Inversor, Seguridad 24 Horas, Walk In Closet"
apartamento,"RD$ 6,300,000",3 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",172 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Planta Eléctrica, Seguridad 24 Horas, Vestidores"
apartamento,"US$ 149,500",2 habitaciones,2.5 baños,2 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",110 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 650,000",3 habitaciones,3.5 baños,4 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gimnasio, Inversor, Jacuzzi, Lobby, Patio, Piscina, Planta Eléctrica, Satélite, Sauna, Seguridad 24 Horas, Shutters, Vestidores, Walk In Closet"
apartamento,"RD$ 6,000,000",3 habitaciones,2.5 baños,2 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",124 Mt2,"1/2 Baño, Balcón, Control de Acceso, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"RD$ 2,950,000",2 habitaciones,1.0 baños,1 parqueos,"Villa Marina, Santo Domingo Centro (D.N.), Santo Domingo",67 Mt2,"Balcón, Control de Acceso, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
casa,"RD$ 15,900,000",4 habitaciones,4.0 baños,4 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",246 Mt2,"Cuarto de Servicio, Patio, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 141,800",2 habitaciones,2.5 baños,2 parqueos,"La Castellana, Santo Domingo Centro (D.N.), Santo Domingo",108 Mt2,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,"US$ 453,300",3 habitaciones,3.5 baños,3 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",270 Mt2,"1/2 Baño, Ascensor, Control de Acceso, Cuarto de Servicio, Planta Eléctrica"
apartamento,"US$ 140,200",2 habitaciones,2.5 baños,2 parqueos,"La Castellana, Santo Domingo Centro (D.N.), Santo Domingo",108 Mt2,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,"RD$ 5,200,000",2 habitaciones,2.0 baños,2 parqueos,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",236 Mt2,"Cuarto de Servicio, Terraza, Walk In Closet"
casa,"RD$ 8,500,000",4 habitaciones,3.5 baños,2 parqueos,"Atlantida, Santo Domingo Centro (D.N.), Santo Domingo",272 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Balcón, Control de Acceso, Cuarto de Servicio, Estudio"
apartamento,"US$ 111,000",2 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",104 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"RD$ 5,300,000",3 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",143 Mt2,"1/2 Baño, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar"
casa,"RD$ 8,600,000",3 habitaciones,3.5 baños,2 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",220 Mt2,"1/2 Baño, Cuarto de Servicio, Estudio, Gazzebo, Terraza"
apartamento,"US$ 253,000",3 habitaciones,3.5 baños,2 parqueos,"Los Prados, Santo Domingo Centro (D.N.), Santo Domingo",311 Mt2,"1/2 Baño, Ascensor, Balcón, Cuarto de Servicio, Estar Familiar, Family Room, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"RD$ 8,300,000",3 habitaciones,3.0 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",175 Mt2,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 149,500",3 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",137 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 7,000,000",3 habitaciones,2.5 baños,1 parqueos,"Zona Universitaria, Santo Domingo Centro (D.N.), Santo Domingo",150 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso"
casa,"RD$ 8,500,000",4 habitaciones,3.0 baños,4 parqueos,"Atlantida, Santo Domingo Centro (D.N.), Santo Domingo",228 Mt2,"Agua Potable, Balcón, Cisterna, Patio"
casa,"RD$ 7,950,000",3 habitaciones,2.0 baños,2 parqueos,"Jardines Del Sur, Santo Domingo Centro (D.N.), Santo Domingo",194 Mt2,"Agua Potable, Balcón, Patio"
apartamento,"US$ 280,000",3 habitaciones,3.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",270 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Walk In Closet"
