"","tipo_vivienda","divisa","precio","habitaciones","banios","parqueos","direccion","metraje","detalles"
"492","apartamento","US$","285,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",220,"1/2 Baño, Agua Potable, Balcón, Cuarto de Servicio, Family Room, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
"493","apartamento","US$","119,000",1,1.5,1,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",67,"1/2 Baño, Agua Potable, Ascensor, Cuarto de Servicio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"494","apartamento","US$","105,000",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",85,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cuarto de Servicio, Family Room, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"495","apartamento","US$","210,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Ascensor, Balcón, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
"496","apartamento","US$","300,000",3,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",186,"1/2 Baño, Balcón, Gimnasio, Piscina, Seguridad 24 Horas"
"497","apartamento","US$","250,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Agua Potable, Ascensor, Balcón, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"498","apartamento","US$","275,000",3,3.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",255,"1/2 Baño, Ascensor, Family Room, Seguridad 24 Horas"
"499","apartamento","US$","245,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",140,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
"500","apartamento","US$","420,000",3,3.5,3,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",340,"1/2 Baño, Aire Acondicionado, Ascensor"
"501","apartamento","US$","460,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",426,"1/2 Baño, Aire Acondicionado, Balcón, Gimnasio, Terraza"
"502","apartamento","US$","160,000",2,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",115,"1/2 Baño, Agua Potable, Ascensor, Balcón, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
"503","apartamento","US$","159,022",NA,NA,NA,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"504","apartamento","US$","230,000",3,3.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",264,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Seguridad 24 Horas, Terraza, Walk In Closet"
"505","apartamento","US$","125,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",139,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
"506","apartamento","US$","189,000",3,2,2,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",104,"Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Terraza, Walk In Closet"
"507","apartamento","US$","160,000",3,2,2,"Zona Colonial, Santo Domingo Centro (D.N.), Santo Domingo",111,"Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"508","apartamento","US$","255,250",3,3.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",170,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Inversor, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
"509","apartamento","US$","250,000",3,3.5,3,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",165,"1/2 Baño, Balcón, Control de Acceso, Estar Familiar, Gazzebo, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"510","apartamento","US$","650,000",4,5,3,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",365,"Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Planta Eléctrica, Walk In Closet"
"511","apartamento","US$","200,000",2,2.5,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",209,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Cisterna, Planta Eléctrica"
"512","apartamento","RD$","5,700,000",3,2,2,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",132,"1/2 Baño, Aire Acondicionado, Balcón, Cisterna, Cuarto de Servicio, Gazzebo, Gimnasio, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"513","apartamento","US$","219,000",2,2,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",133,"Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Gimnasio, Piscina, Planta Eléctrica, Satélite, Seguridad 24 Horas, Terraza, Walk In Closet"
"514","apartamento","RD$","3,600,000",2,2,1,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",107,"Balcón, Cisterna, Control de Acceso, Seguridad 24 Horas"
"515","apartamento","RD$","3,700,000",2,2,1,"Buenos Aires del Mirador, Santo Domingo Centro (D.N.), Santo Domingo",110,"Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Pozo"
"516","apartamento","RD$","3,700,000",3,2,2,"Arroyo Hondo III, Santo Domingo Centro (D.N.), Santo Domingo",110,""
"517","apartamento","RD$","4,400,000",3,2,2,"Colina de los Rios, Santo Domingo Centro (D.N.), Santo Domingo",146,""
"518","casa","RD$","9,800,000",4,4,NA,"Colina de los Rios, Santo Domingo Centro (D.N.), Santo Domingo",360,""
"519","casa","US$","340,000",3,3.5,4,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",266,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gimnasio, Lobby, Planta Eléctrica, Pozo, Satélite, Sauna, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"520","casa","US$","240,000",3,3.5,3,"Cuesta Hermosa III, Santo Domingo Centro (D.N.), Santo Domingo",270,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Patio, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"521","apartamento","US$","350,000",3,3.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",401,""
"522","apartamento","US$","180,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",151,""
"523","apartamento","US$","214,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",174,""
"524","apartamento","US$","139,000",2,2.5,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",110,""
"525","apartamento","US$","136,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",118,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Terraza"
"526","apartamento","US$","240,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",200,""
"527","apartamento","US$","260,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",220,""
"528","apartamento","US$","198,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",170,""
"529","casa","RD$","19,500,000",4,3.5,4,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",350,""
"530","apartamento","US$","185,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",220,""
"531","apartamento","US$","195,000",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",137,""
"532","apartamento","US$","137,000",3,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",130,""
"533","apartamento","RD$","7,600,000",3,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",128,""
"534","apartamento","US$","1,480,000",3,3.5,3,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",420,""
"535","apartamento","US$","234,885",2,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",156,""
"536","apartamento","US$","400,000",3,2,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",300,""
"537","apartamento","US$","307,500",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",287,""
"538","apartamento","US$","195,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",160,""
"539","apartamento","US$","367,000",3,3.5,3,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",246,""
"540","apartamento","US$","272,639",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",272,""
"541","apartamento","US$","249,339",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",237,""
"542","apartamento","US$","190,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",200,""
"543","apartamento","US$","220,000",3,3.5,2,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",168,""
"544","apartamento","US$","136,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",143,""
"545","apartamento","US$","146,000",3,2,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",152,""
"546","apartamento","US$","136,000",2,2,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",143,""
"547","apartamento","US$","119,000",1,1.5,1,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",82,""
"548","apartamento","US$","229,500",2,2.5,2,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",155,""
"549","apartamento","US$","295,800",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",174,""
"550","apartamento","US$","124,511",2,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",103,""
"551","apartamento","US$","102,000",2,2.5,1,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",117,""
"552","apartamento","US$","50,600",1,1,1,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",47,""
"553","apartamento","US$","88,400",1,1.5,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",68,""
"554","apartamento","US$","151,200",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",112,""
"555","apartamento","US$","128,000",2,2,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",109,""
"556","casa","US$","490,000",4,4.5,4,"Las Praderas, Santo Domingo Centro (D.N.), Santo Domingo",410,"1/2 Baño, Control de Acceso, Cuarto de Servicio, Patio"
"557","apartamento","US$","278,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",206,""
"558","casa","US$","430,000",4,4.5,3,"Cuesta Hermosa I, Santo Domingo Centro (D.N.), Santo Domingo",360,""
"559","apartamento","US$","183,700",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",192,""
"560","apartamento","US$","277,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",200,""
"561","apartamento","US$","215,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",190,""
"562","apartamento","US$","158,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130,""
"563","apartamento","US$","210,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",195,""
"564","apartamento","US$","205,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",200,""
"565","apartamento","US$","205,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",170,""
"566","apartamento","US$","175,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",175,""
"567","apartamento","US$","192,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",185,""
"568","apartamento","US$","458,000",3,3.5,3,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",322,""
"569","apartamento","US$","172,116",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",123,""
"570","apartamento","US$","515,000",3,3.5,3,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",320,""
"571","apartamento","US$","243,000",3,3.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",160,""
"572","apartamento","US$","166,323",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",119,""
"573","apartamento","US$","170,265",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",131,""
"574","apartamento","US$","100,535",1,1.5,1,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",74,""
"575","apartamento","US$","465,000",3,3.5,3,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",319,""
"576","apartamento","US$","354,000",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",189,""
"577","apartamento","US$","240,000",2,2.5,2,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",134,""
"578","apartamento","US$","350,000",3,3.5,2,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",220,""
"579","apartamento","US$","228,000",3,3.5,2,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",208,""
"580","apartamento","US$","440,500",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",290,""
"581","apartamento","US$","420,000",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",290,""
"582","apartamento","US$","327,000",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",244,""
"583","apartamento","US$","151,000",2,2.5,2,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",87,""
"584","apartamento","US$","485,000",3,3.5,4,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",327,""
"585","apartamento","US$","370,000",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",246,""
"586","apartamento","US$","175,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",90,""
"587","apartamento","US$","650,000",4,4.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",333,""
"588","apartamento","US$","895,000",3,3.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",412,""
"589","apartamento","US$","690,000",3,3.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",420,""
"590","apartamento","US$","657,248",4,4.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",325,""
"591","apartamento","US$","145,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",75,""
"592","apartamento","US$","199,400",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",119,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
"593","apartamento","US$","249,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",198,""
"594","apartamento","US$","120,125",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",78,""
"595","apartamento","US$","160,000",NA,NA,NA,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",136,""
"596","apartamento","US$","154,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",122,""
"597","apartamento","US$","150,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",156,""
"598","apartamento","US$","104,000",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",75,""
"599","apartamento","US$","222,500",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",155,""
"600","apartamento","US$","198,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",170,""
"601","apartamento","US$","223,400",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",215,""
"602","apartamento","US$","144,640",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130,""
"603","apartamento","US$","1,600,000",4,4.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",507,""
"604","apartamento","US$","157,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",85,""
"605","apartamento","US$","950,000",4,4.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",412,""
"606","apartamento","US$","131,430",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",78,""
"607","apartamento","US$","256,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",140,""
"608","apartamento","US$","255,000",3,3.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",200,""
"609","apartamento","US$","560,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",280,""
"610","apartamento","US$","289,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",105,""
"611","apartamento","US$","220,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",168,""
"612","apartamento","US$","128,000",2,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",118,""
"613","apartamento","US$","114,000",1,1.5,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",75,""
"614","apartamento","US$","184,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",160,""
"615","apartamento","US$","140,500",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",120,""
"616","casa","US$","800,000",4,4.5,4,"Las Praderas, Santo Domingo Centro (D.N.), Santo Domingo",500,""
"617","apartamento","US$","440,000",3,3.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",290,""
"618","apartamento","US$","330,000",3,3.5,3,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",230,""
"619","apartamento","US$","125,000",3,2.5,2,"Gala, Santo Domingo Centro (D.N.), Santo Domingo",133,""
"620","apartamento","US$","213,000",3,3.5,2,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",210,""
"621","apartamento","US$","395,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",240,""
"622","apartamento","US$","172,000",3,2.5,2,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",140,""
"623","apartamento","RD$","5,000,000",3,2.5,2,"Buenos Aires del Mirador, Santo Domingo Centro (D.N.), Santo Domingo",125,""
"624","apartamento","US$","190,000",3,3.5,2,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",155,""
"625","apartamento","US$","985,000",4,4,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",600,""
"626","apartamento","US$","745,000",3,3.5,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",418,""
"627","apartamento","US$","1,700,000",4,4.5,5,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",853,""
"628","apartamento","US$","2,425,000",4,4.5,6,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",650,""
"629","apartamento","US$","1,340,000",4,4.5,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",462,""
"630","apartamento","US$","195,700",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",125,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"631","apartamento","US$","499,500",3,4,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",303,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Shutters, Terraza, Vestidores, Walk In Closet"
"632","apartamento","US$","348,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",225,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"633","apartamento","US$","215,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",201,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"634","apartamento","US$","459,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",295,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"635","apartamento","US$","135,000",1,1.5,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",70,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Estar Familiar, Estudio, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"636","apartamento","RD$","3,900,000",3,2,2,"Altos de Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",0,"Balcón, Gimnasio, Piscina"
"637","apartamento","US$","245,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",208,"1/2 Baño, Walk In Closet"
"638","apartamento","US$","233,000",2,2.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",140,"1/2 Baño, Estudio, Jacuzzi, Terraza"
"639","apartamento","RD$","4,600,000",3,2.5,2,"Altos de Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",175,"1/2 Baño, Estudio"
"640","apartamento","US$","4,397,000",4,8,8,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",1197,""
"641","apartamento","US$","2,048,000",4,4.5,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",606,""
"642","apartamento","US$","995,000",3,3.5,3,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",745,""
"643","apartamento","US$","885,000",3,3.5,3,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",406,""
"644","apartamento","US$","1,150,000",3,3.5,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",400,""
"645","apartamento","US$","322,000",3,3.5,2,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",214,""
"646","apartamento","US$","1,970,000",4,4.5,6,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",790,""
"647","apartamento","US$","299,000",3,3.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",214,""
"648","apartamento","US$","279,000",3,3.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",214,""
"649","apartamento","US$","75,750",2,1,1,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",65,""
"650","apartamento","US$","475,000",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",308,""
"651","apartamento","US$","145,000",1,2,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",80,""
"652","apartamento","US$","335,000",3,3.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",230,""
"653","apartamento","US$","310,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",240,""
"654","apartamento","US$","414,000",3,3.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",280,""
"655","apartamento","US$","365,000",3,3.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",266,""
"656","apartamento","US$","335,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",255,""
"657","apartamento","US$","315,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",240,""
"658","apartamento","US$","431,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",358,""
"659","apartamento","US$","235,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",150,""
"660","casa","US$","380,000",4,4.5,3,"Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",500,""
"661","apartamento","US$","155,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",168,""
"662","apartamento","US$","138,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",98,""
"663","apartamento","US$","97,000",1,1.5,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",64,""
"664","apartamento","US$","154,700",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",128,""
"665","apartamento","US$","202,290",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",158,""
"666","apartamento","US$","260,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",188,"1/2 Baño, Agua Potable, Ascensor, Cuarto de Servicio, Estar Familiar, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"667","apartamento","US$","175,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",200,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"668","apartamento","US$","230,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",205,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Lobby, Planta Eléctrica"
